song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,audio_valence
66,269106,0.465,0.195,0.483,0.497,4,0.0686,-4.991,0.03,84.71,0.173
72,318813,0.0748,0.299,0.443,0.000138,0,0.177,-12.621,0.0346,139.539,0.434
68,271573,0.142,0.64,0.651,0.28,4,0.0341,-14.981,0.0517,111.676,0.801
58,131360,0.0546,0.565,0.953,2.95E-05,9,0.0637,-6.504,0.0393,124.287,0.887
55,278626,0.225,0.63,0.519,4.30E-06,9,0.0974,-10.997,0.0528,143.942,0.502
71,162533,0.778,0.523,0.402,0,0,0.432,-8.233,0.0305,70.863,0.675
71,141600,0.0543,0.641,0.774,1.05E-05,2,0.0473,-5.916,0.0278,89.787,0.942
59,166466,0.758,0.35,0.293,8.21E-06,2,0.104,-9.502,0.0258,96.685,0.162
67,205293,0.0734,0.407,0.834,0.00021,6,0.241,-9.224,0.208,121.38,0.71
54,170760,0.8,0.558,0.686,0,7,0.815,-4.495,0.0289,132.075,0.886
57,138360,0.105,0.593,0.804,2.22E-06,7,0.047,-5.497,0.0319,148.959,0.962
70,192053,0.887,0.389,0.396,0,7,0.0828,-7.999,0.0332,171.86,0.585
57,179386,0.381,0.562,0.768,0.03,7,0.168,-6.613,0.0606,119.544,0.966
49,710826,0.285,0.351,0.228,0.00116,0,0.123,-17.271,0.0307,104.551,0.0329
67,140920,0.26,0.377,0.916,0,4,0.074,-3.199,0.0481,75.533,0.912
64,254133,0.0746,0.403,0.709,0.494,9,0.132,-9.366,0.0885,97.161,0.654
80,183306,0.182,0.491,0.583,0,7,0.407,-10.964,0.0376,150.572,0.907
75,270773,0.447,0.634,0.63,0.039,1,0.17,-8.277,0.031,118.628,0.489
63,190253,0.405,0.425,0.903,0.0128,1,0.117,-4.801,0.0732,108.748,0.769
47,163026,0.595,0.469,0.647,1.65E-06,8,0.339,-13.913,0.0315,147.878,0.942
70,150640,0.486,0.551,0.293,0.000273,2,0.0864,-12.503,0.0272,106.798,0.322
60,154120,0.0356,0.704,0.773,0.00498,9,0.082,-9.621,0.0279,141.655,0.972
66,134386,0.36,0.39,0.625,0,9,0.0663,-7.813,0.0537,144.338,0.514
61,149466,0.513,0.456,0.47,3.76E-05,2,0.444,-9.564,0.0294,120.336,0.639
67,164106,0.365,0.705,0.515,0,4,0.389,-9.343,0.0337,112.035,0.803
38,252040,0.0176,0.585,0.676,0.732,5,0.129,-11.267,0.0471,109.309,0.474
53,149733,0.387,0.338,0.668,1.59E-05,2,0.111,-8.641,0.0421,127.097,0.561
58,194733,0.0154,0.57,0.754,0.0133,0,0.184,-9.948,0.031,127.957,0.708
68,165426,0.914,0.38,0.0993,2.32E-05,2,0.0605,-20.567,0.0509,174.874,0.44
50,134133,0.184,0.341,0.416,6.28E-05,11,0.0917,-9.574,0.0265,102.886,0.499
14,176160,0.038,0.55,0.929,0,9,0.135,-5.765,0.0815,129.011,0.643
52,156106,0.528,0.646,0.813,0.00786,9,0.178,-6.733,0.0434,129.378,0.711
49,172746,0.395,0.601,0.596,2.34E-06,9,0.451,-8.029,0.0734,128.168,0.503
54,158250,0.721,0.421,0.664,0.00244,11,0.0851,-10.657,0.0665,201.583,0.574
52,235826,0.265,0.421,0.58,0.0136,7,0.0973,-7.011,0.0285,129.959,0.403
33,174573,0.211,0.438,0.754,0,2,0.124,-7.035,0.0381,123.744,0.435
58,197274,0.664,0.318,0.303,0.000223,11,0.113,-15.572,0.0302,174.254,0.226
8,189848,0.000288,0.355,0.761,0.0141,11,0.189,-6.309,0.0978,165.209,0.685
43,482278,0.101,0.555,0.694,0,9,0.123,-8.453,0.0426,127.423,0.602
49,178266,0.354,0.341,0.714,0,2,0.31,-7.998,0.0404,147.604,0.412
30,177426,0.0586,0.68,0.507,6.49E-06,7,0.0754,-5.929,0.0336,123.47,0.854
55,160400,0.727,0.506,0.948,0,10,0.0904,-5.626,0.105,130.195,0.934
40,181760,0.0565,0.329,0.806,0.21,1,0.355,-11.925,0.0596,142.625,0.619
42,213706,0.441,0.65,0.798,0.000706,9,0.137,-8.126,0.0541,110.646,0.464
62,188560,0.0229,0.527,0.871,0.155,4,0.419,-8.708,0.0354,120.722,0.107
16,279520,0.025,0.682,0.621,0.852,7,0.153,-9.653,0.0451,125.91,0.861
56,214640,0.21,0.364,0.768,0.136,9,0.503,-10.492,0.0757,130.602,0.37
42,166092,0.111,0.46,0.955,0.54,11,0.952,-6.684,0.0487,160.073,0.726
69,334106,0.468,0.615,0.129,0,6,0.114,-14.892,0.0286,91.769,0.249
73,256000,0.219,0.63,0.449,0,5,0.0622,-13.243,0.0252,84.378,0.623
77,199493,0.883,0.414,0.161,0.000223,7,0.117,-22.32,0.0318,159.375,0.423
69,258834,0.782,0.619,0.22,1.19E-05,0,0.124,-13.843,0.0667,75.16,0.423
83,391376,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,0.027,147.125,0.609
79,296800,0.313,0.711,0.292,0,4,0.131,-15.523,0.037,103.951,0.194
74,258411,0.157,0.659,0.678,6.69E-06,0,0.0784,-8.18,0.0313,106.186,0.647
76,206266,0.367,0.475,0.322,0.00056,7,0.11,-10.687,0.0283,93.503,0.387
64,214080,0.579,0.601,0.574,1.14E-05,2,0.216,-8.166,0.03,147.964,0.8
53,268706,0.681,0.695,0.282,0.0267,9,0.0767,-15.359,0.0295,91.681,0.445
71,233560,0.578,0.684,0.248,0,0,0.0643,-10.505,0.0435,116.002,0.621
54,155453,0.841,0.575,0.188,4.37E-05,9,0.228,-18.758,0.0959,77.464,0.334
72,155880,0.589,0.62,0.446,0.0299,1,0.0727,-14.451,0.0347,88.591,0.868
70,187013,0.189,0.541,0.459,0.0274,4,0.099,-10.433,0.0297,171.165,0.803
13,216573,0.762,0.609,0.368,6.28E-06,10,0.335,-13.338,0.0294,90.373,0.618
80,281613,0.386,0.602,0.522,1.44E-05,10,0.0941,-9.031,0.0285,136.637,0.36
77,336453,0.551,0.446,0.239,4.10E-06,0,0.0697,-13.945,0.0316,189.507,0.298
65,286880,0.743,0.664,0.553,0.00978,9,0.0838,-7.723,0.0264,112.52,0.287
64,277160,0.715,0.28,0.344,0.00642,0,0.133,-12.577,0.0293,171.143,0.232
78,281226,0.0794,0.538,0.704,0,1,0.0867,-8.904,0.0332,120.963,0.583
77,252239,0.686,0.654,0.506,0.0155,11,0.155,-17.18,0.0535,123.179,0.831
76,161533,0.566,0.674,0.537,0,1,0.131,-10.971,0.0363,110.578,0.809
78,243026,0.631,0.443,0.403,0,0,0.111,-8.339,0.0322,143.462,0.41
34,350266,0.559,0.605,0.574,0.113,2,0.0684,-10.536,0.0377,129.449,0.543
71,164813,0.237,0.626,0.816,1.80E-06,9,0.104,-10.593,0.13,105.33,0.798
62,200146,0.763,0.784,0.459,1.28E-06,0,0.0684,-10.446,0.0304,106.957,0.931
69,271333,0.302,0.453,0.464,5.96E-05,2,0.152,-10.96,0.0431,93.19,0.658
60,229560,0.68,0.603,0.252,6.96E-05,2,0.147,-12.402,0.0337,122.631,0.179
64,123173,0.851,0.456,0.26,0.166,3,0.142,-15.435,0.0548,82.321,0.491
59,170759,0.621,0.661,0.518,1.78E-05,6,0.0953,-10.061,0.0319,127.266,0.776
55,212160,0.943,0.503,0.265,0.045,2,0.0867,-15.913,0.0333,78.044,0.522
67,227705,0.856,0.502,0.4,0.000375,7,0.333,-13.697,0.0294,127.182,0.435
71,176533,0.877,0.713,0.258,0.00606,9,0.0967,-14.59,0.0384,98.805,0.56
66,228133,0.361,0.257,0.412,8.68E-05,1,0.0702,-11.788,0.0287,152.126,0.858
75,200160,0.354,0.483,0.503,0.000284,0,0.116,-9.396,0.0341,151.862,0.598
62,230226,0.905,0.464,0.328,0,4,0.135,-9.005,0.0407,70.859,0.784
49,261546,0.405,0.872,0.316,0.0126,0,0.0849,-14.415,0.0436,119.528,0.57
63,341626,0.414,0.421,0.661,1.16E-06,9,0.0962,-13.126,0.0433,100.965,0.554
77,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,0.0252,75.752,0.169
65,229826,0.387,0.471,0.494,0.0944,7,0.617,-10.407,0.0312,79.255,0.373
46,129106,0.589,0.712,0.167,0,1,0.157,-22.047,0.891,96.637,0.376
58,260893,0.233,0.575,0.432,0.00135,10,0.0743,-13.642,0.0314,132.145,0.348
62,233240,0.597,0.573,0.429,8.18E-05,2,0.0839,-8.68,0.0294,139.097,0.361
71,235986,0.639,0.442,0.384,7.70E-05,10,0.0539,-14.635,0.0414,123.281,0.216
45,207866,0.918,0.667,0.266,0.284,9,0.136,-16.339,0.0362,138.178,0.349
66,269066,0.366,0.481,0.392,0.0452,1,0.124,-11.381,0.0312,124.572,0.52
63,201334,0.119,0.837,0.496,0.357,7,0.115,-11.821,0.0402,125.017,0.964
65,237106,0.576,0.803,0.488,0.0609,1,0.0763,-9.303,0.0803,95.771,0.624
62,229066,0.953,0.624,0.158,0.00135,9,0.112,-13.059,0.0289,85.492,0.303
68,174826,0.357,0.755,0.876,5.17E-06,0,0.22,-8.867,0.0362,102.762,0.954
67,179760,0.896,0.593,0.205,5.46E-05,9,0.119,-14.601,0.0479,140.279,0.377
50,272160,0.35,0.593,0.468,3.52E-05,7,0.0919,-11.165,0.0285,75.798,0.597
58,310773,0.948,0.474,0.0404,0.000263,9,0.111,-22.208,0.0387,119.415,0.18
59,226866,0.494,0.508,0.56,0.00611,9,0.106,-8.244,0.0304,122.514,0.386
63,211666,0.29,0.632,0.556,0.0215,9,0.0779,-10.138,0.0288,104.996,0.633
50,309760,0.614,0.749,0.246,0.000138,0,0.0967,-12.847,0.0383,132.153,0.308
21,262600,0.378,0.678,0.622,0.000953,11,0.363,-8.875,0.0301,102.229,0.471
48,213026,0.78,0.476,0.318,2.00E-06,10,0.104,-10.953,0.0304,126.495,0.311
53,203333,0.55,0.41,0.598,0.00274,2,0.092,-8.515,0.0405,76.445,0.262
72,229240,0.368,0.583,0.602,0,11,0.22,-6.364,0.0274,74.008,0.388
44,250333,0.345,0.6,0.363,0.000333,7,0.25,-15.469,0.037,125.761,0.75
53,159640,0.83,0.387,0.194,0.00145,1,0.131,-10.829,0.031,121.7,0.0862
63,239399,0.739,0.732,0.161,0.000379,11,0.105,-12.817,0.0306,95.21,0.5
59,354320,0.288,0.392,0.402,0,0,0.243,-9.961,0.0536,143.883,0.228
80,482830,0.58,0.338,0.34,0.0032,9,0.116,-12.049,0.0339,82.433,0.197
83,391376,0.00574,0.579,0.508,0.000494,2,0.0575,-9.484,0.027,147.125,0.609
71,200480,0.123,0.651,0.801,0,0,0.0825,-7.34,0.0513,133.763,0.776
74,434720,0.25,0.549,0.722,0.0138,11,0.11,-11.729,0.0283,103.885,0.716
74,168826,0.0551,0.657,0.932,0,1,0.047,-5.819,0.0992,144.751,0.888
63,381626,0.299,0.653,0.631,0.00265,9,0.0627,-11.334,0.0461,156.32,0.516
65,217746,0.505,0.547,0.308,0,0,0.109,-11.75,0.0377,114.719,0.41
66,147493,0.0424,0.598,0.797,0.000407,7,0.0717,-6.793,0.0332,123.566,0.622
69,271333,0.302,0.453,0.464,5.96E-05,2,0.152,-10.96,0.0431,93.19,0.658
68,341773,0.669,0.371,0.404,0.00453,7,0.0805,-6.452,0.0255,74.386,0.153
77,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,0.0252,75.752,0.169
78,243026,0.631,0.443,0.403,0,0,0.111,-8.339,0.0322,143.462,0.41
79,266960,0.388,0.307,0.433,9.08E-05,1,0.332,-10.057,0.029,160.9,0.224
68,191946,0.026,0.608,0.746,2.39E-06,0,0.043,-8.851,0.354,134.03,0.745
83,208400,0.0591,0.573,0.913,0.00173,6,0.156,-4.793,0.132,115.715,0.422
62,267000,0.157,0.729,0.818,0.285,2,0.195,-9.992,0.0732,125.811,0.907
63,342173,0.0983,0.632,0.586,0.581,0,0.0535,-11.333,0.0284,114.243,0.89
64,196466,0.676,0.489,0.349,0.0789,2,0.0866,-14.295,0.0323,124.348,0.622
67,290280,0.0338,0.582,0.81,1.68E-05,1,0.202,-7.024,0.0396,151.006,0.875
71,547106,0.0765,0.252,0.844,0.00018,0,0.084,-8.121,0.0572,118.158,0.351
69,221640,0.0607,0.699,0.502,0.0337,9,0.317,-12.526,0.0278,105.266,0.676
67,241040,0.582,0.474,0.917,0.231,9,0.201,-4.19,0.0395,152.113,0.902
72,295386,0.396,0.437,0.864,0.0314,4,0.242,-7.842,0.0904,81.394,0.749
70,134466,0.000269,0.385,0.783,0.47,9,0.108,-2.533,0.233,176.701,0.902
66,191226,0.78,0.806,0.462,0.0134,2,0.15,-12.778,0.0298,92.726,0.736
52,313466,0.0889,0.321,0.627,0.00878,8,0.0699,-9.509,0.0542,132.855,0.141
63,428133,0.291,0.456,0.696,0.000207,5,0.0853,-10,0.0653,142.156,0.508
72,214733,0.448,0.55,0.824,0.000127,2,0.366,-5.988,0.0334,114.512,0.777
67,226666,0.0726,0.322,0.265,0.34,2,0.366,-13.398,0.0302,133.577,0.207
75,382296,0.15,0.472,0.366,0.308,11,0.0837,-12.595,0.0286,127.167,0.171
71,269920,0.00501,0.27,0.944,2.05E-05,4,0.116,-4.199,0.0975,146.347,0.606
74,423840,0.584,0.394,0.918,0.332,1,0.309,-3.743,0.0709,115.646,0.479
69,225626,0.0152,0.619,0.579,6.40E-05,4,0.0858,-9.307,0.0473,127.224,0.69
54,211973,0.0422,0.323,0.978,0.00019,5,0.201,-3.841,0.118,134.222,0.168
74,515866,0.6,0.527,0.509,0,7,0.144,-10.893,0.0628,138.317,0.497
64,396186,0.0667,0.48,0.47,0.0171,7,0.067,-11.919,0.044,122.569,0.701
47,511293,0.233,0.685,0.806,0.728,2,0.105,-12.151,0.0497,134.889,0.31
67,355303,0.00349,0.336,0.792,0.00178,9,0.0437,-10.875,0.0848,155.588,0.425
74,266720,0.234,0.445,0.706,0.000252,8,0.205,-9.803,0.0461,80.823,0.768
71,220400,0.0114,0.653,0.73,1.03E-05,5,0.0754,-10.613,0.043,108.705,0.894
53,345680,0.717,0.62,0.559,0.433,2,0.133,-10.568,0.0369,129.401,0.527
75,264503,0.394,0.424,0.446,3.78E-06,5,0.16,-9.618,0.0525,165.158,0.794
71,122066,0.688,0.692,0.488,0,11,0.4,-7.282,0.104,81.4,0.51
74,254173,0.683,0.575,0.318,0.000202,0,0.0934,-16.729,0.109,104.522,0.385
69,228666,0.215,0.641,0.927,0.00029,0,0.045,-3.532,0.0351,128.606,0.966
65,307493,0.146,0.55,0.726,0.00608,2,0.428,-8.51,0.0516,92.697,0.37
76,308120,0.0029,0.333,0.927,0.000211,9,0.297,-8.55,0.0733,141.47,0.382
60,187013,0.212,0.542,0.444,0.0519,4,0.102,-11.567,0.0295,171.719,0.827
68,298093,0.006,0.531,0.948,0.0117,9,0.694,-5.438,0.0568,136.891,0.498
68,350400,0.0632,0.73,0.868,0.0661,5,0.318,-7.325,0.0288,148.217,0.923
80,281613,0.386,0.602,0.522,1.44E-05,10,0.0941,-9.031,0.0285,136.637,0.36
80,257800,0.0644,0.828,0.492,0.00428,0,0.128,-9.744,0.0276,120.151,0.789
67,179200,0.389,0.467,0.486,0,10,0.121,-6.645,0.0274,95.205,0.184
53,232466,0.000199,0.479,0.512,0.0164,11,0.123,-12.462,0.0382,118.953,0.795
63,192145,0.937,0.617,0.0457,0.641,0,0.0991,-26.401,0.0344,99.48,0.0967
64,510573,0.0682,0.41,0.761,0.0077,4,0.0758,-9.453,0.0687,132.889,0.391
70,288160,0.488,0.309,0.831,0.00304,1,0.286,-8.288,0.036,181.145,0.934
72,200579,0.499,0.611,0.35,7.84E-06,5,0.0844,-14.48,0.0356,76.064,0.36
78,281226,0.0794,0.538,0.704,0,1,0.0867,-8.904,0.0332,120.963,0.583
75,300000,0.287,0.494,0.722,0.186,5,0.283,-8.373,0.0347,117.312,0.156
68,275733,0.015,0.694,0.577,0.00836,4,0.0853,-14.63,0.0308,114.478,0.845
74,295400,0.0589,0.586,0.7,0.00125,0,0.0318,-9.558,0.0363,147.245,0.897
73,322548,0.238,0.668,0.678,6.29E-06,0,0.527,-8.015,0.0496,132.584,0.778
57,210826,0.154,0.642,0.641,1.23E-06,2,0.0475,-12.444,0.049,120.316,0.85
63,341626,0.414,0.421,0.661,1.16E-06,9,0.0962,-13.126,0.0433,100.965,0.554
69,214960,0.148,0.472,0.9,0.000297,8,0.34,-6.406,0.0582,95.826,0.42
53,1233666,0.0787,0.345,0.795,0.00165,2,0.18,-7.44,0.108,134.141,0.189
65,211066,0.208,0.429,0.668,0,4,0.538,-7.539,0.044,77.737,0.398
52,334000,0.00966,0.786,0.481,0,2,0.0954,-11.236,0.114,119.854,0.785
54,390146,0.201,0.225,0.889,0.734,7,0.379,-4.371,0.0337,96.02,0.599
72,261933,0.015,0.547,0.691,0.105,4,0.144,-13.553,0.0369,137.148,0.667
59,246573,0.0821,0.644,0.799,0.00154,4,0.055,-10.856,0.0598,108.382,0.889
68,237893,0.018,0.465,0.865,0.00135,11,0.0769,-9.573,0.098,117.528,0.677
73,265173,0.387,0.787,0.877,0.00065,1,0.0387,-3.822,0.032,100.61,0.837
70,313026,0.0832,0.479,0.601,0.00142,7,0.11,-8.806,0.0318,124.966,0.669
66,163893,0.398,0.625,0.35,6.76E-05,9,0.123,-8.395,0.0436,113.688,0.69
75,323000,0.00316,0.483,0.786,8.86E-05,7,0.446,-5.735,0.0319,126.748,0.793
63,219400,0.0049,0.549,0.916,0.123,4,0.104,-4.185,0.034,127.131,0.632
69,293120,0.822,0.149,0.206,0.000649,3,0.115,-13.888,0.0323,79.764,0.264
58,300800,0.294,0.641,0.397,0.000717,7,0.0496,-12.285,0.0454,81.962,0.57
55,254400,0.132,0.662,0.763,0.0013,0,0.067,-7.475,0.0397,126.333,0.699
56,288400,0.148,0.617,0.461,0.0151,5,0.12,-14.485,0.0434,93.853,0.828
67,195306,0.319,0.623,0.91,0.000448,9,0.081,-8.448,0.0384,145.624,0.745
64,467640,0.00975,0.436,0.657,0.00748,5,0.0931,-8.868,0.0541,118.693,0.21
59,365000,0.16,0.287,0.562,0,0,0.103,-7.549,0.0304,147.622,0.126
72,248173,0.0694,0.531,0.818,0.0096,2,0.263,-5.358,0.0452,90.767,0.471
64,199906,0.266,0.48,0.626,5.70E-05,5,0.0857,-8.406,0.0294,75.63,0.542
66,313840,0.326,0.543,0.529,0.00269,7,0.709,-9.717,0.0301,85.126,0.746
48,836666,0.0439,0.295,0.568,0.0117,0,0.977,-8.232,0.0284,98.284,0.384
66,471160,0.0817,0.354,0.731,0.00119,2,0.115,-9.178,0.0381,170.64,0.698
39,289373,0.453,0.377,0.778,0,4,0.571,-6.658,0.0827,117.238,0.218
72,149880,0.251,0.513,0.396,0.177,7,0.11,-13.061,0.0299,140.208,0.229
58,456640,0.481,0.751,0.572,0.000532,0,0.105,-12.324,0.0388,115.839,0.58
72,286219,0.0966,0.667,0.755,6.94E-05,9,0.0523,-7.246,0.069,109.535,0.883
69,536226,0.25,0.505,0.476,0.00915,2,0.113,-12.897,0.0711,99.31,0.542
60,266013,0.412,0.693,0.528,0.00355,11,0.0563,-13.094,0.0855,124.573,0.339
47,501213,0.0129,0.423,0.834,0.00113,9,0.164,-5.498,0.037,113.876,0.606
68,212306,0.583,0.549,0.651,0,0,0.121,-7.097,0.0323,122.818,0.368
65,508333,0.214,0.326,0.872,0,2,0.461,-7.602,0.122,173.381,0.492
73,406306,0.0214,0.274,0.949,0.00778,11,0.218,-8.642,0.0896,100.346,0.497
73,210226,0.00124,0.527,0.978,4.75E-05,8,0.0744,-5.436,0.109,141.169,0.463
66,252493,0.00853,0.482,0.601,0.000187,7,0.249,-12.846,0.0486,125.619,0.774
68,291306,0.000886,0.535,0.967,0.0204,2,0.233,-4.082,0.068,110.97,0.347
75,267306,0.00211,0.267,0.953,0,1,0.283,-4.899,0.096,84.989,0.568
60,399693,0.00582,0.403,0.88,0.000508,0,0.319,-5.872,0.0532,100.457,0.235
75,296200,0.361,0.453,0.906,0.000569,9,0.26,-4.001,0.115,137.575,0.473
26,223733,0.0771,0.559,0.825,0,0,0.363,-10.725,0.0401,122.821,0.805
59,245266,0.000895,0.577,0.676,2.29E-06,8,0.0625,-11.931,0.0295,95.98,0.676
16,287400,0.0478,0.367,0.445,0.00284,9,0.199,-13.615,0.0286,67.197,0.149
61,256933,0.000692,0.512,0.947,0.114,9,0.0283,-5.659,0.0401,117.461,0.612
58,205560,0.000402,0.442,0.759,0.0081,10,0.174,-13.475,0.0354,198.117,0.279
67,316706,0.048,0.555,0.973,0,9,0.0853,-3.804,0.035,118.642,0.805
63,316866,0.0434,0.494,0.933,0.00108,2,0.228,-5.977,0.0808,121.201,0.507
74,310333,0.0628,0.536,0.844,0.00084,6,0.0608,-6.918,0.058,117.652,0.185
66,240933,0.0999,0.403,0.777,3.28E-06,5,0.124,-6.416,0.0354,76.329,0.149
60,237466,0.0203,0.505,0.631,2.21E-05,9,0.141,-10.433,0.038,118.178,0.835
60,283133,0.31,0.476,0.331,2.82E-06,5,0.172,-14.884,0.0305,130.574,0.24
75,273600,0.0326,0.445,0.955,0.284,8,0.317,-8.027,0.0856,123.343,0.336
71,260173,0.16,0.533,0.637,1.12E-05,6,0.369,-5.571,0.0323,140.167,0.292
61,284600,0.109,0.333,0.79,0,0,0.115,-6.802,0.0386,180.356,0.534
62,236640,0.187,0.686,0.781,1.90E-05,2,0.332,-5.906,0.0523,120.191,0.64
61,322933,0.028,0.723,0.541,0.00339,0,0.133,-14.021,0.0303,131.675,0.607
67,308666,0.137,0.257,0.803,0.0156,7,0.297,-3.886,0.0411,150.818,0.294
59,354640,0.229,0.36,0.527,0.000792,9,0.0536,-9.883,0.0289,132.639,0.247
55,194106,0.00384,0.567,0.867,0.088,7,0.112,-11.541,0.0484,146.008,0.535
69,270426,0.0296,0.6,0.931,7.10E-05,7,0.392,-4.647,0.0734,140.123,0.542
15,270160,0.207,0.39,0.898,6.64E-05,7,0.217,-4.089,0.045,90.703,0.204
63,250626,0.0665,0.52,0.887,0.000179,0,0.186,-3.296,0.0349,122.528,0.793
77,356400,0.141,0.449,0.901,0.0675,6,0.128,-7.711,0.0526,125.148,0.696
68,287400,0.000183,0.441,0.908,0.00328,11,0.0612,-4.627,0.115,145.439,0.632
19,239560,0.0745,0.547,0.822,0.00943,0,0.0645,-7.201,0.0292,130.138,0.774
7,247493,0.036,0.562,0.965,0,4,0.326,-2.789,0.0613,105.305,0.39
59,224960,0.00888,0.49,0.951,0.00126,11,0.376,-3.888,0.0966,158.075,0.628
15,220706,0.027,0.526,0.924,0.000728,7,0.598,-5.591,0.0391,147.28,0.793
61,353786,0.0642,0.476,0.901,0.158,8,0.0557,-6.751,0.0975,91.955,0.109
57,284026,0.00111,0.474,0.977,0.00298,7,0.201,-3.839,0.176,89.494,0.236
56,266626,0.0135,0.616,0.965,0.000174,11,0.119,-4.464,0.0613,126.535,0.405
60,219666,0.0127,0.502,0.924,0,4,0.162,-6.299,0.0503,149.186,0.922
68,201026,0.0372,0.472,0.946,0,2,0.352,-4.591,0.145,177.489,0.486
51,209066,0.0025,0.423,0.696,2.44E-06,4,0.221,-11.589,0.0335,129.02,0.786
60,231280,0.000384,0.457,0.794,7.26E-05,1,0.131,-6.624,0.0298,90.439,0.354
66,201400,0.00536,0.679,0.859,5.18E-05,0,0.327,-5.945,0.0665,124.324,0.792
69,265773,0.417,0.537,0.978,1.56E-05,4,0.0374,-2.921,0.0442,126.343,0.931
54,235733,0.00961,0.523,0.88,0.000828,9,0.329,-9.019,0.0402,132.426,0.553
60,262200,0.0194,0.298,0.612,9.67E-05,3,0.0906,-9.002,0.0379,156.727,0.343
60,269600,0.0515,0.3,0.894,0.000333,2,0.125,-7.786,0.109,118.631,0.268
4,284973,0.0537,0.46,0.974,7.95E-06,2,0.329,-5.095,0.156,112.684,0.444
47,228533,0.013,0.426,0.961,0.0259,8,0.0621,-4.365,0.07,171.411,0.616
5,223533,0.00081,0.296,0.83,0,1,0.263,-7.051,0.0505,164.124,0.478
51,295426,0.00122,0.204,0.794,0,2,0.148,-7.586,0.0618,149.346,0.205
3,271400,4.95E-05,0.463,0.926,0.000576,5,0.0868,-3.563,0.12,131.129,0.501
48,255720,0.00434,0.479,0.822,4.76E-06,4,0.0843,-6.412,0.0444,130.035,0.562
4,248333,0.00388,0.33,0.963,0.00714,9,0.0793,-5.509,0.106,171.59,0.734
59,241893,0.159,0.498,0.858,0,7,0.262,-5.259,0.0661,132.718,0.778
54,265333,0.0113,0.619,0.751,7.87E-05,7,0.123,-11.568,0.0417,126.079,0.532
53,263560,0.0373,0.562,0.991,1.14E-05,7,0.425,-2.654,0.0745,118.004,0.266
66,246800,0.0846,0.611,0.883,1.20E-06,9,0.192,-11.225,0.0539,117.928,0.604
77,245620,0.132,0.817,0.599,0.000311,0,0.0873,-9.249,0.0328,108.873,0.548
55,241800,0.00819,0.468,0.743,7.88E-05,0,0.369,-10.846,0.0326,156.103,0.648
67,313693,0.00642,0.345,0.531,7.28E-06,0,0.14,-12.708,0.0305,176.302,0.49
61,281960,0.00742,0.596,0.896,0.00057,0,0.372,-4.635,0.0382,115.092,0.456
64,236843,0.115,0.462,0.488,0,6,0.128,-11.143,0.0287,145.789,0.33
57,238200,0.00864,0.509,0.935,1.17E-06,6,0.255,-3.633,0.0493,148.062,0.501
63,195853,0.02,0.489,0.953,0.00021,0,0.113,-4.615,0.0858,94.443,0.447
67,230666,0.00482,0.476,0.897,2.38E-05,9,0.152,-4.237,0.0627,152.497,0.667
54,222466,0.00465,0.567,0.889,0.000183,9,0.269,-11.782,0.0304,132.726,0.555
60,318226,0.0158,0.44,0.772,5.65E-06,9,0.082,-8.838,0.0335,112.839,0.321
62,227693,0.0606,0.531,0.626,0,0,0.0767,-13.371,0.0452,88.236,0.746
51,226026,0.000373,0.516,0.733,0.00716,7,0.258,-11.341,0.0326,98.006,0.552
59,287320,0.0241,0.273,0.537,0,2,0.0922,-9.612,0.0306,81.814,0.232
31,168733,0.046,0.656,0.931,0,1,0.0543,-5.827,0.0976,144.747,0.909
64,210133,0.0136,0.61,0.824,1.75E-06,4,0.0606,-6.046,0.0534,134.992,0.819
59,312400,0.0608,0.372,0.857,9.01E-05,5,0.187,-7.816,0.0461,146.08,0.389
61,228066,0.0657,0.574,0.93,7.78E-06,1,0.108,-2.949,0.0413,92.303,0.69
65,257120,0.00253,0.303,0.961,6.20E-05,9,0.132,-5.333,0.243,146.591,0.305
51,273013,4.91E-05,0.542,0.839,0,3,0.0471,-4.404,0.0487,121.026,0.611
57,302933,0.159,0.447,0.348,1.98E-06,5,0.0835,-16.199,0.039,177.356,0.227
45,321266,0.36,0.341,0.406,0.0519,2,0.126,-8.139,0.0359,79.995,0.33
65,227800,0.021,0.518,0.938,0.000305,8,0.288,-5.964,0.0416,139.138,0.71
74,165906,0.00242,0.317,0.981,0.00677,6,0.0852,-7.102,0.174,140.079,0.234
49,257053,0.0795,0.537,0.382,0.00115,7,0.114,-15.568,0.0245,148.061,0.338
22,215899,0.0442,0.546,0.91,5.61E-05,5,0.263,-6.736,0.061,90.58,0.458
66,282746,0.000652,0.551,0.947,0.000257,2,0.0637,-4.671,0.152,127.657,0.466
54,235360,0.000303,0.616,0.807,2.37E-05,8,0.193,-11.4,0.0348,111.054,0.637
79,250986,0.127,0.5,0.748,0,4,0.447,-9.072,0.0363,118.852,0.514
54,346626,0.0766,0.519,0.61,6.49E-05,0,0.248,-10.256,0.036,121.324,0.232
72,258026,0.000359,0.601,0.859,0.00124,5,0.0871,-5.263,0.0276,125.145,0.446
69,168405,4.52E-05,0.415,0.658,0.000735,4,0.176,-12.051,0.0696,163.015,0.45
